subject,trial,lambda,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
21-5-3,8,5.000000e-01,1,0,1,1,0,1,1,0,1,1,0
21-5-3,9,5.000000e-01,0,1,1,1,0,1,0,1,1,1,1
21-5-3,10,5.000000e-01,1,0,1,1,0,1,1,0,1,1,0
21-6-3,1,6.000000e-01,0,1,1,1,1,1,1,1,1,1,0
21-6-3,2,6.000000e-01,1,1,1,1,1,1,0,1,1,1,0
21-6-3,3,6.000000e-01,1,1,1,1,1,1,1,1,1,1,0
21-6-3,4,6.000000e-01,0,1,1,1,1,1,0,1,1,1,1
21-6-3,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-6-3,6,6.000000e-01,1,1,1,1,1,1,0,1,1,1,1
21-6-3,7,6.000000e-01,0,1,1,1,0,1,1,1,1,1,0
21-6-3,8,6.000000e-01,1,1,1,1,0,1,1,1,1,1,0
21-6-3,9,6.000000e-01,0,1,1,1,1,1,0,1,1,1,1
21-6-3,10,6.000000e-01,1,1,1,1,0,1,1,1,1,1,0
21-7-3,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-7-3,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-8-3,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-9-3,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
21-10-3,1,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,2,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,3,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,4,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,5,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,6,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,7,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,8,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,9,1,1,1,1,1,1,1,1,1,1,1,1
21-10-3,10,1,1,1,1,1,1,1,1,1,1,1,1
22-1-3,1,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,6,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
22-1-3,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,9,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-1-3,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,2,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,7,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-2-3,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-3-3,1,3.000000e-01,0,0,0,0,0,1,0,1,0,1,0
22-3-3,2,3.000000e-01,0,0,0,1,0,1,0,0,0,0,0
22-3-3,3,3.000000e-01,0,1,0,0,0,1,0,0,0,1,0
22-3-3,4,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
22-3-3,5,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
22-3-3,6,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-3-3,7,3.000000e-01,0,1,0,0,0,1,0,0,0,0,0
22-3-3,8,3.000000e-01,0,1,0,0,0,1,0,0,0,1,0
22-3-3,9,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
22-3-3,10,3.000000e-01,0,0,0,1,0,1,0,0,0,0,0
22-4-3,1,4.000000e-01,0,0,0,1,0,1,0,1,1,1,0
22-4-3,2,4.000000e-01,0,0,1,1,0,1,0,0,0,1,0
22-4-3,3,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
22-4-3,4,4.000000e-01,0,0,0,1,0,1,0,1,1,0,0
22-4-3,5,4.000000e-01,0,0,1,1,0,1,0,1,1,0,0
22-4-3,6,4.000000e-01,0,0,0,1,0,1,0,0,0,1,0
22-4-3,7,4.000000e-01,0,1,1,0,0,1,0,0,0,1,0
22-4-3,8,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
22-4-3,9,4.000000e-01,0,0,0,1,0,1,0,0,1,1,0
22-4-3,10,4.000000e-01,0,0,1,1,0,1,0,0,1,1,0
22-5-3,1,5.000000e-01,1,0,1,1,1,1,0,1,1,1,0
22-5-3,2,5.000000e-01,1,0,1,1,0,1,1,0,1,1,1
22-5-3,3,5.000000e-01,0,1,1,1,1,1,1,0,1,1,0
22-5-3,4,5.000000e-01,1,0,1,1,1,1,0,1,1,1,0
22-5-3,5,5.000000e-01,1,0,1,1,0,1,0,1,1,1,0
22-5-3,6,5.000000e-01,1,0,1,1,1,1,1,0,1,1,0
22-5-3,7,5.000000e-01,0,1,1,1,0,1,1,0,1,1,0
22-5-3,8,5.000000e-01,0,1,1,1,0,1,1,0,1,1,0
22-5-3,9,5.000000e-01,1,0,1,1,1,1,1,0,1,1,0
22-5-3,10,5.000000e-01,1,0,1,1,0,1,1,0,1,1,1
22-6-3,1,6.000000e-01,1,1,1,1,1,1,0,1,1,1,1
22-6-3,2,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-6-3,3,6.000000e-01,0,1,1,1,1,1,1,1,1,1,1
22-6-3,4,6.000000e-01,1,1,1,1,1,1,0,1,1,1,1
22-6-3,5,6.000000e-01,1,1,1,1,0,1,0,1,1,1,1
22-6-3,6,6.000000e-01,1,1,1,1,1,1,1,1,1,1,0
22-6-3,7,6.000000e-01,0,1,1,1,1,1,1,1,1,1,0
22-6-3,8,6.000000e-01,0,1,1,1,0,1,1,1,1,1,1
22-6-3,9,6.000000e-01,1,1,1,1,1,1,1,1,1,1,0
22-6-3,10,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-7-3,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-8-3,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-9-3,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
22-10-3,1,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,2,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,3,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,4,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,5,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,6,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,7,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,8,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,9,1,1,1,1,1,1,1,1,1,1,1,1
22-10-3,10,1,1,1,1,1,1,1,1,1,1,1,1
23-1-3,1,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
23-1-3,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,6,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-1-3,9,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
23-1-3,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,2,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,7,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-2-3,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-3-3,1,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
23-3-3,2,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-3-3,3,3.000000e-01,0,1,0,0,0,1,0,0,0,0,0
23-3-3,4,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
23-3-3,5,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-3-3,6,3.000000e-01,0,1,0,0,0,1,0,0,0,0,0
23-3-3,7,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-3-3,8,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
23-3-3,9,3.000000e-01,0,1,0,0,0,1,0,1,0,0,0
23-3-3,10,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
23-4-3,1,4.000000e-01,1,0,1,1,0,1,0,1,1,1,0
23-4-3,2,4.000000e-01,0,0,0,1,0,1,1,0,1,1,0
23-4-3,3,4.000000e-01,0,1,1,1,0,1,1,0,1,1,0
23-4-3,4,4.000000e-01,0,0,0,1,0,1,0,1,1,1,0
23-4-3,5,4.000000e-01,1,0,1,1,0,1,0,0,0,1,0
23-4-3,6,4.000000e-01,0,1,1,1,0,1,0,0,0,1,0
23-4-3,7,4.000000e-01,0,0,0,1,0,1,1,0,1,1,0
23-4-3,8,4.000000e-01,1,0,1,1,0,1,0,1,1,1,0
23-4-3,9,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
23-4-3,10,4.000000e-01,0,0,0,1,0,1,1,0,1,1,0
23-5-3,1,5.000000e-01,1,1,1,1,0,1,0,1,1,1,1
23-5-3,2,5.000000e-01,1,0,1,1,0,1,1,1,1,1,0
23-5-3,3,5.000000e-01,0,1,1,1,0,1,1,1,1,1,0
23-5-3,4,5.000000e-01,1,0,1,1,0,1,0,1,1,1,1
23-5-3,5,5.000000e-01,1,1,1,1,0,1,1,0,1,1,0
23-5-3,6,5.000000e-01,0,1,1,1,0,1,1,0,1,1,1
23-5-3,7,5.000000e-01,1,0,1,1,1,1,1,1,1,1,1
23-5-3,8,5.000000e-01,1,1,1,1,0,1,0,1,1,1,0
23-5-3,9,5.000000e-01,0,1,1,1,0,1,0,1,1,1,1
23-5-3,10,5.000000e-01,1,0,1,1,0,1,1,1,1,1,1
23-6-3,1,6.000000e-01,1,1,1,1,1,1,0,1,1,1,1
23-6-3,2,6.000000e-01,1,1,1,1,0,1,1,1,1,1,0
23-6-3,3,6.000000e-01,0,1,1,1,0,1,1,1,1,1,1
23-6-3,4,6.000000e-01,1,1,1,1,0,1,0,1,1,1,1
23-6-3,5,6.000000e-01,1,1,1,1,0,1,1,1,1,1,0
23-6-3,6,6.000000e-01,0,1,1,1,0,1,1,1,1,1,1
23-6-3,7,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-6-3,8,6.000000e-01,1,1,1,1,0,1,0,1,1,1,1
23-6-3,9,6.000000e-01,0,1,1,1,1,1,0,1,1,1,1
23-6-3,10,6.000000e-01,1,1,1,1,0,1,1,1,1,1,1
23-7-3,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-7-3,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-8-3,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-9-3,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
23-10-3,1,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,2,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,3,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,4,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,5,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,6,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,7,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,8,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,9,1,1,1,1,1,1,1,1,1,1,1,1
23-10-3,10,1,1,1,1,1,1,1,1,1,1,1,1
24-1-3,1,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,5,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
24-1-3,6,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,9,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-1-3,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,2,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,7,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-2-3,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-3-3,1,3.000000e-01,0,0,0,0,0,1,0,0,0,1,0
24-3-3,2,3.000000e-01,0,1,0,0,0,1,0,1,0,1,0
24-3-3,3,3.000000e-01,0,1,0,1,0,1,0,0,0,0,0
24-3-3,4,3.000000e-01,0,0,0,0,0,1,0,1,0,1,0
24-3-3,5,3.000000e-01,0,0,0,1,0,1,0,0,0,0,0
24-3-3,6,3.000000e-01,0,1,0,0,0,1,0,0,0,0,0
24-3-3,7,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
24-3-3,8,3.000000e-01,0,1,0,0,0,1,0,1,0,1,0
24-3-3,9,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
24-3-3,10,3.000000e-01,0,0,0,0,0,1,0,1,0,0,0
24-4-3,1,4.000000e-01,0,0,0,1,0,1,0,0,1,1,0
24-4-3,2,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
24-4-3,3,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
24-4-3,4,4.000000e-01,0,0,0,1,0,1,0,1,1,1,0
24-4-3,5,4.000000e-01,0,0,1,1,0,1,0,0,0,1,0
24-4-3,6,4.000000e-01,0,1,1,0,0,1,0,0,0,1,0
24-4-3,7,4.000000e-01,0,0,0,1,0,1,0,0,1,1,0
24-4-3,8,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
24-4-3,9,4.000000e-01,0,0,1,1,0,1,0,1,1,0,0
24-4-3,10,4.000000e-01,0,0,0,1,0,1,0,1,1,1,0
24-5-3,1,5.000000e-01,1,0,1,1,1,1,1,0,1,1,0
24-5-3,2,5.000000e-01,0,1,1,1,0,1,0,1,1,1,0
24-5-3,3,5.000000e-01,0,1,1,1,0,1,1,0,1,1,0
24-5-3,4,5.000000e-01,1,0,1,1,0,1,0,1,1,1,0
24-5-3,5,5.000000e-01,1,0,1,1,0,1,1,0,1,1,1
24-5-3,6,5.000000e-01,0,1,1,1,0,1,1,0,1,1,0
24-5-3,7,5.000000e-01,1,0,1,1,0,1,1,0,1,1,0
24-5-3,8,5.000000e-01,0,1,1,1,1,1,0,1,1,1,0
24-5-3,9,5.000000e-01,1,0,1,1,0,1,0,1,1,1,0
24-5-3,10,5.000000e-01,1,0,1,1,1,1,0,1,1,1,1
24-6-3,1,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-6-3,2,6.000000e-01,0,1,1,1,0,1,0,1,1,1,1
24-6-3,3,6.000000e-01,0,1,1,1,1,1,1,1,1,1,0
24-6-3,4,6.000000e-01,1,1,1,1,0,1,0,1,1,1,1
24-6-3,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-6-3,6,6.000000e-01,0,1,1,1,1,1,1,1,1,1,0
24-6-3,7,6.000000e-01,1,1,1,1,0,1,1,1,1,1,0
24-6-3,8,6.000000e-01,0,1,1,1,1,1,0,1,1,1,1
24-6-3,9,6.000000e-01,1,1,1,1,0,1,0,1,1,1,1
24-6-3,10,6.000000e-01,1,1,1,1,1,1,0,1,1,1,1
24-7-3,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-7-3,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-8-3,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-9-3,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
24-10-3,1,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,2,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,3,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,4,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,5,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,6,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,7,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,8,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,9,1,1,1,1,1,1,1,1,1,1,1,1
24-10-3,10,1,1,1,1,1,1,1,1,1,1,1,1
25-1-3,1,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,6,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-1-3,9,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
25-1-3,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,2,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,7,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
25-2-3,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
