subject,trial,lambda,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1-4-5,5,4.000000e-01,0,0,1,1,0,1,1,1,1,1,0
1-4-5,6,4.000000e-01,0,1,1,1,1,1,0,1,1,1,0
1-4-5,7,4.000000e-01,0,0,1,1,0,1,0,1,1,1,0
1-4-5,8,4.000000e-01,1,1,1,1,0,1,0,1,1,1,0
1-4-5,9,4.000000e-01,0,0,1,1,0,1,0,0,1,1,0
1-4-5,10,4.000000e-01,1,1,1,1,0,1,1,1,1,1,0
1-5-5,1,5.000000e-01,0,1,1,1,1,1,1,1,1,1,0
1-5-5,2,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-5-5,3,5.000000e-01,0,1,1,1,1,1,1,1,1,1,0
1-5-5,4,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-5-5,5,5.000000e-01,1,1,1,1,0,1,1,1,1,1,1
1-5-5,6,5.000000e-01,0,1,1,1,1,1,0,1,1,1,0
1-5-5,7,5.000000e-01,1,1,1,1,1,1,0,1,1,1,1
1-5-5,8,5.000000e-01,1,1,1,1,0,1,0,1,1,1,1
1-5-5,9,5.000000e-01,1,1,1,1,0,1,1,1,1,1,0
1-5-5,10,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,1,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,2,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,3,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,4,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,6,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,7,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,8,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,9,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-6-5,10,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-7-5,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-8-5,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-9-5,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
1-10-5,1,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,2,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,3,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,4,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,5,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,6,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,7,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,8,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,9,1,1,1,1,1,1,1,1,1,1,1,1
1-10-5,10,1,1,1,1,1,1,1,1,1,1,1,1
2-1-5,1,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,6,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,9,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-1-5,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,2,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,4,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
2-2-5,5,2.000000e-01,0,0,0,1,0,1,0,0,0,0,0
2-2-5,6,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
2-2-5,7,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
2-2-5,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
2-2-5,10,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
2-3-5,1,3.000000e-01,0,0,1,0,0,1,0,0,0,0,0
2-3-5,2,3.000000e-01,0,1,1,0,0,1,0,1,1,1,0
2-3-5,3,3.000000e-01,0,0,0,0,0,1,0,0,1,0,0
2-3-5,4,3.000000e-01,0,0,1,0,0,1,0,1,1,1,0
2-3-5,5,3.000000e-01,0,1,1,1,0,1,0,1,1,0,0
2-3-5,6,3.000000e-01,0,0,0,1,0,1,0,1,1,1,0
2-3-5,7,3.000000e-01,0,1,1,0,0,1,0,1,1,1,0
2-3-5,8,3.000000e-01,0,0,0,1,0,1,0,0,0,0,0
2-3-5,9,3.000000e-01,0,1,1,1,0,1,0,1,1,0,0
2-3-5,10,3.000000e-01,0,0,1,1,0,1,0,0,1,1,0
2-4-5,1,4.000000e-01,1,0,1,1,0,1,1,0,1,1,0
2-4-5,2,4.000000e-01,0,1,1,1,0,1,0,1,1,1,1
2-4-5,3,4.000000e-01,1,0,1,1,0,1,1,0,1,1,0
2-4-5,4,4.000000e-01,1,0,1,1,0,1,0,1,1,1,0
2-4-5,5,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
2-4-5,6,4.000000e-01,1,0,1,1,1,1,0,1,1,1,0
2-4-5,7,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
2-4-5,8,4.000000e-01,1,0,1,1,1,1,1,0,1,1,0
2-4-5,9,4.000000e-01,0,1,1,1,1,1,0,1,1,1,0
2-4-5,10,4.000000e-01,1,0,1,1,1,1,1,0,1,1,0
2-5-5,1,5.000000e-01,1,1,1,1,0,1,1,1,1,1,0
2-5-5,2,5.000000e-01,0,1,1,1,1,1,0,1,1,1,1
2-5-5,3,5.000000e-01,1,1,1,1,0,1,1,1,1,1,0
2-5-5,4,5.000000e-01,1,1,1,1,0,1,0,1,1,1,1
2-5-5,5,5.000000e-01,0,1,1,1,1,1,0,1,1,1,0
2-5-5,6,5.000000e-01,1,1,1,1,1,1,0,1,1,1,1
2-5-5,7,5.000000e-01,0,1,1,1,0,1,0,1,1,1,1
2-5-5,8,5.000000e-01,1,1,1,1,1,1,1,1,1,1,0
2-5-5,9,5.000000e-01,0,1,1,1,1,1,0,1,1,1,1
2-5-5,10,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,1,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,2,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,3,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,4,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,6,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,7,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,8,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,9,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-6-5,10,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-7-5,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-8-5,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-9-5,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
2-10-5,1,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,2,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,3,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,4,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,5,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,6,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,7,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,8,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,9,1,1,1,1,1,1,1,1,1,1,1,1
2-10-5,10,1,1,1,1,1,1,1,1,1,1,1,1
3-1-5,1,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
3-1-5,2,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,4,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
3-1-5,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,6,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
3-1-5,7,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,9,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-1-5,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-2-5,1,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-2-5,2,2.000000e-01,0,0,0,1,0,1,0,0,0,0,0
3-2-5,3,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
3-2-5,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-2-5,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-2-5,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-2-5,7,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
3-2-5,8,2.000000e-01,0,0,0,1,0,1,0,0,0,0,0
3-2-5,9,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
3-2-5,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
3-3-5,1,3.000000e-01,0,0,0,0,0,1,0,1,1,1,0
3-3-5,2,3.000000e-01,0,0,1,1,0,1,0,0,0,1,0
3-3-5,3,3.000000e-01,0,0,1,1,0,1,0,0,1,1,0
3-3-5,4,3.000000e-01,0,0,0,0,0,1,0,0,1,1,0
3-3-5,5,3.000000e-01,0,1,1,0,0,1,0,1,1,0,0
3-3-5,6,3.000000e-01,0,1,1,0,0,1,0,0,0,0,0
3-3-5,7,3.000000e-01,0,0,1,1,0,1,0,1,1,1,0
3-3-5,8,3.000000e-01,0,0,1,1,0,1,0,0,1,0,0
3-3-5,9,3.000000e-01,0,1,1,1,0,1,0,0,1,1,0
3-3-5,10,3.000000e-01,0,0,0,1,0,1,0,0,0,0,0
3-4-5,1,4.000000e-01,0,0,1,1,0,1,0,1,1,1,0
3-4-5,2,4.000000e-01,1,0,1,1,0,1,0,0,1,1,0
3-4-5,3,4.000000e-01,1,0,1,1,0,1,1,0,1,1,0
3-4-5,4,4.000000e-01,0,0,1,1,0,1,1,0,1,1,0
3-4-5,5,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
3-4-5,6,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
3-4-5,7,4.000000e-01,1,0,1,1,0,1,0,1,1,1,0
3-4-5,8,4.000000e-01,1,0,1,1,0,1,1,0,1,1,0
3-4-5,9,4.000000e-01,0,1,1,1,0,1,1,0,1,1,0
3-4-5,10,4.000000e-01,0,0,1,1,0,1,0,0,1,1,0
3-5-5,1,5.000000e-01,1,1,1,1,1,1,0,1,1,1,0
3-5-5,2,5.000000e-01,1,1,1,1,1,1,1,1,1,1,0
3-5-5,3,5.000000e-01,1,1,1,1,0,1,1,1,1,1,1
3-5-5,4,5.000000e-01,1,1,1,1,1,1,1,1,1,1,0
3-5-5,5,5.000000e-01,0,1,1,1,1,1,0,1,1,1,1
3-5-5,6,5.000000e-01,0,1,1,1,1,1,1,1,1,1,1
3-5-5,7,5.000000e-01,1,1,1,1,0,1,0,1,1,1,1
3-5-5,8,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-5-5,9,5.000000e-01,0,1,1,1,0,1,1,1,1,1,1
3-5-5,10,5.000000e-01,1,1,1,1,0,1,1,1,1,1,1
3-6-5,1,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,2,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,3,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,4,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,6,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,7,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,8,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,9,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-6-5,10,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-7-5,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,1,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,2,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,3,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,4,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,5,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,6,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,7,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,8,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,9,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-8-5,10,8.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,1,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,2,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,3,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,4,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,5,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,6,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,7,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,8,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,9,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-9-5,10,9.000000e-01,1,1,1,1,1,1,1,1,1,1,1
3-10-5,1,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,2,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,3,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,4,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,5,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,6,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,7,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,8,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,9,1,1,1,1,1,1,1,1,1,1,1,1
3-10-5,10,1,1,1,1,1,1,1,1,1,1,1,1
4-1-5,1,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,2,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
4-1-5,3,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,4,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,5,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,6,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,7,1.000000e-01,0,0,0,0,0,0,0,0,0,0,0
4-1-5,8,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,9,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-1-5,10,1.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,1,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
4-2-5,2,2.000000e-01,0,0,0,0,0,1,0,0,0,1,0
4-2-5,3,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,4,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,5,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,6,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,7,2.000000e-01,0,0,0,1,0,1,0,0,0,0,0
4-2-5,8,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,9,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-2-5,10,2.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-3-5,1,3.000000e-01,0,0,0,0,0,1,0,0,1,1,0
4-3-5,2,3.000000e-01,0,0,0,0,0,1,0,1,1,1,0
4-3-5,3,3.000000e-01,0,1,1,0,0,1,0,0,0,0,0
4-3-5,4,3.000000e-01,0,0,0,1,0,1,0,1,1,0,0
4-3-5,5,3.000000e-01,0,0,0,0,0,1,0,0,0,1,0
4-3-5,6,3.000000e-01,0,1,0,0,0,1,0,0,0,1,0
4-3-5,7,3.000000e-01,0,0,1,1,0,1,0,0,0,0,0
4-3-5,8,3.000000e-01,0,0,0,0,0,1,0,0,0,1,0
4-3-5,9,3.000000e-01,0,1,1,0,0,1,0,1,0,0,0
4-3-5,10,3.000000e-01,0,0,0,0,0,1,0,0,0,0,0
4-4-5,1,4.000000e-01,1,0,1,1,0,1,1,0,1,1,0
4-4-5,2,4.000000e-01,0,0,1,1,0,1,0,1,1,1,0
4-4-5,3,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
4-4-5,4,4.000000e-01,1,0,1,1,0,1,0,1,1,1,0
4-4-5,5,4.000000e-01,0,0,1,1,0,1,0,0,1,1,0
4-4-5,6,4.000000e-01,0,1,1,1,0,1,0,0,1,1,0
4-4-5,7,4.000000e-01,1,0,1,1,0,1,0,0,1,1,0
4-4-5,8,4.000000e-01,0,0,1,1,0,1,1,0,1,1,0
4-4-5,9,4.000000e-01,0,1,1,1,0,1,0,1,1,1,0
4-4-5,10,4.000000e-01,1,0,1,1,0,1,0,0,1,1,0
4-5-5,1,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-5-5,2,5.000000e-01,1,1,1,1,1,1,0,1,1,1,1
4-5-5,3,5.000000e-01,0,1,1,1,1,1,1,1,1,1,1
4-5-5,4,5.000000e-01,1,1,1,1,0,1,0,1,1,1,1
4-5-5,5,5.000000e-01,1,1,1,1,1,1,1,1,1,1,0
4-5-5,6,5.000000e-01,0,1,1,1,1,1,1,1,1,1,0
4-5-5,7,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-5-5,8,5.000000e-01,1,1,1,1,1,1,1,1,1,1,0
4-5-5,9,5.000000e-01,0,1,1,1,1,1,0,1,1,1,1
4-5-5,10,5.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,1,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,2,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,3,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,4,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,5,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,6,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,7,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,8,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,9,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-6-5,10,6.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,1,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,2,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,3,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,4,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,5,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,6,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,7,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,8,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,9,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
4-7-5,10,7.000000e-01,1,1,1,1,1,1,1,1,1,1,1
